origin,destination,count
EGE,IAD,45
EGE,IAH,89
EGE,JFK,81
EGE,LAX,131
EGE,LGA,15
EGE,MIA,105
EGE,ORD,225
EGE,PHL,2
EGE,PHX,66
EGE,SFO,102
EGE,SLC,10
EKO,SLC,676
ELM,ATL,13
ELM,DTW,273
ELM,PGD,15
ELM,PIE,101
ELM,SFB,201
ELP,ATL,873
ELP,AUS,951
ELP,DAL,1423
ELP,DEN,1153
ELP,DFW,3092
ELP,HOU,1078
ELP,IAH,1797
ELP,LAS,872
ELP,LAX,704
ELP,ORD,965
ELP,PHX,2811
ELP,SAN,406
ELP,SAT,718
ELP,SFB,20
ELP,SJC,52
ELP,SLC,135
ERI,DTW,986
ERI,ORD,208
ESC,DTW,625
EUG,DEN,917
EUG,DFW,1
EUG,LAS,127
EUG,LAX,1327
EUG,OAK,133
EUG,ORD,191
EUG,PHX,363
EUG,SAN,20
EUG,SEA,207
EUG,SFO,1463
EUG,SLC,346
EVV,ATL,1228
EVV,CLT,183
EVV,DFW,707
EVV,DTW,936
EVV,ORD,846
EVV,SFB,111
EVV,VPS,24
EWN,ATL,713
EWN,CLT,1645
EWR,ALB,127
EWR,ANC,81
EWR,ATL,6549
EWR,AUS,1776
EWR,AVL,249
EWR,BGR,450
EWR,BNA,2629
EWR,BOS,5736
EWR,BQN,365
EWR,BTV,797
EWR,BUF,938
EWR,BWI,60
EWR,BZN,197
EWR,CAK,384
EWR,CHS,1193
EWR,CLE,1814
EWR,CLT,4890
EWR,CMH,1414
EWR,CVG,1706
EWR,DAY,320
EWR,DCA,1836
EWR,DEN,3263
EWR,DFW,3227
EWR,DTW,3175
EWR,EGE,102
EWR,EYW,558
EWR,FLL,4993
EWR,GRR,532
EWR,GSO,613
EWR,GSP,714
EWR,HDN,24
EWR,HHH,35
EWR,HNL,365
EWR,IAD,1168
EWR,IAH,3647
EWR,IND,1722
EWR,JAC,102
EWR,JAX,1038
EWR,LAS,2679
EWR,LAX,4955
EWR,LEX,12
EWR,MCI,1269
EWR,MCO,6906
EWR,MDW,1566
EWR,MEM,546
EWR,MHT,111
EWR,MIA,2957
EWR,MKE,888
EWR,MSN,384
EWR,MSP,3429
EWR,MSY,1990
EWR,MTJ,74
EWR,MYR,502
EWR,OAK,124
EWR,OKC,282
EWR,OMA,904
EWR,ORD,5525
EWR,ORF,768
EWR,PBI,3214
EWR,PDX,1018
EWR,PHX,2553
EWR,PIT,2812
EWR,PNS,95
EWR,PSP,123
EWR,PVD,539
EWR,PWM,723
EWR,RAP,22
EWR,RDU,3067
EWR,RIC,1102
EWR,ROC,659
EWR,RSW,2163
EWR,SAN,1540
EWR,SAT,717
EWR,SAV,1085
EWR,SBN,105
EWR,SDF,981
EWR,SEA,2048
EWR,SFO,5808
EWR,SJC,312
EWR,SJU,1455
EWR,SLC,839
EWR,SMF,258
EWR,SNA,1014
EWR,SRQ,661
EWR,STL,1765
EWR,STT,203
EWR,SYR,548
EWR,TPA,2915
EWR,TVC,97
EWR,TYS,565
EWR,VPS,105
EWR,XNA,310
EYW,ATL,1745
EYW,CLT,758
EYW,DCA,228
EYW,DFW,363
EYW,EWR,558
EYW,LGA,30
EYW,MIA,1635
EYW,ORD,313
EYW,PHL,52
FAI,ANC,2312
FAI,DEN,43
FAI,MSP,102
FAI,ORD,159
FAI,SCC,261
FAI,SEA,1814
FAI,SFO,32
FAR,ATL,24
FAR,DEN,1001
FAR,DFW,710
FAR,LAS,177
FAR,LAX,20
FAR,MSP,2258
FAR,ORD,1431
FAR,PHX,33
FAR,SFB,81
FAT,DEN,1314
FAT,DFW,881
FAT,LAS,593
FAT,LAX,2369
FAT,ORD,260
FAT,PDX,638
FAT,PHX,1763
FAT,SAN,1016
FAT,SEA,1055
FAT,SFO,1434
FAT,SLC,1038
FAY,ATL,1698
FAY,CLT,2005
FCA,ATL,13
FCA,DEN,646
FCA,DFW,119
FCA,LAS,107
FCA,LAX,116
FCA,MSP,444
FCA,OAK,26
FCA,ORD,262
FCA,SFO,105
FCA,SLC,1134
FLG,DFW,546
FLG,LAX,15
FLG,PHX,1431
FLL,ABE,55
FLL,ACY,804
FLL,ALB,546
FLL,ATL,8667
FLL,AUS,1124
FLL,AVL,1005
FLL,BDL,1449
FLL,BHM,9
FLL,BLV,44
FLL,BNA,1930
FLL,BOS,3132
FLL,BQN,619
FLL,BUF,674
FLL,BWI,4316
FLL,CHS,381
FLL,CLE,960
FLL,CLT,2703
FLL,CMH,816
FLL,CVG,742
FLL,DAL,1111
FLL,DCA,2605
FLL,DEN,2096
FLL,DFW,3022
FLL,DTW,2475
FLL,EWR,4995
FLL,FNT,37
FLL,GRR,43
FLL,GSO,121
FLL,GSP,126
FLL,HDN,18
FLL,HOU,1106
FLL,HPN,716
FLL,IAD,772
FLL,IAG,197
FLL,IAH,2239
FLL,IND,766
FLL,ISP,599
FLL,JAX,2249
FLL,JFK,3896
FLL,LAS,1139
FLL,LAX,2068
FLL,LBE,306
FLL,LCK,105
FLL,LEX,142
FLL,LGA,4853
FLL,LGB,7
FLL,MCI,564
FLL,MCO,2171
FLL,MDW,1351
FLL,MEM,136
FLL,MKE,183
FLL,MSP,619
FLL,MSY,1947
FLL,MYR,439
FLL,ORD,2606
FLL,ORF,100
FLL,ORH,365
FLL,PHL,2984
FLL,PHX,718
FLL,PIT,920
FLL,PVD,818
FLL,RDU,1730
FLL,RIC,941
FLL,SAN,286
FLL,SAT,365
FLL,SDF,143
FLL,SEA,563
FLL,SFO,1197
FLL,SJU,3457
FLL,SLC,721
FLL,STL,782
FLL,STT,344
FLL,STX,139
FLL,SWF,365
FLL,SYR,237
FLL,TPA,2123
FLL,TTN,229
FLL,TYS,301
FNT,ATL,1035
FNT,CLT,233
FNT,FLL,37
FNT,ORD,1557
FNT,PGD,178
FNT,PIE,198
FNT,SFB,238
FNT,SRQ,12
FSD,ATL,325
FSD,DEN,1395
FSD,DFW,833
FSD,LAS,198
FSD,LAX,20
FSD,MSP,2204
FSD,ORD,1359
FSD,PGD,14
FSD,PHX,353
FSD,PIE,71
FSD,SFB,104
FSM,ATL,670
FSM,DFW,1495
FWA,ATL,1405
FWA,BNA,1
FWA,CLT,725
FWA,DFW,733
FWA,DTW,1007
FWA,MSP,354
FWA,MYR,22
FWA,ORD,2220
FWA,PGD,180
FWA,PIE,196
FWA,SFB,150
FWA,SRQ,12
GCC,DEN,772
GCK,DFW,728
GEG,BOI,552
GEG,DEN,1558
GEG,DFW,377
GEG,LAS,862
GEG,LAX,4
GEG,LWS,1
GEG,MSP,834
GEG,OAK,663
GEG,ORD,365
GEG,PDX,208
GEG,PHX,1070
GEG,SAN,218
GEG,SEA,2480
GEG,SFO,788
GEG,SJC,310
GEG,SLC,1335
GEG,SMF,409
GFK,ISN,1
GFK,LAS,105
GFK,MSP,1887
GFK,SFB,21
GGG,DFW,939
GJT,ASE,1
GJT,DEN,824
GJT,DFW,1043
GJT,IAH,1
GJT,LAS,108
GJT,LAX,21
GJT,ORD,19
GJT,PHX,877
GJT,SFO,1
GJT,SLC,1096
GNV,ATL,2563
GNV,CLT,1435
GNV,DFW,571
GNV,MIA,631
GPT,ATL,1704
GPT,CLT,811
GPT,DFW,941
GPT,IAH,1023
GPT,SFB,92
GRB,ATL,535
GRB,DEN,77
GRB,DTW,1163
GRB,IAD,1
GRB,MCO,21
GRB,MSP,1306
GRB,ORD,2066
GRI,DFW,895
GRI,LAS,114
GRK,DFW,2425
GRK,IAH,971
GRR,ATL,1691
GRR,BNA,64
GRR,BWI,358
GRR,CLT,1047
GRR,DCA,656
GRR,DEN,1101
GRR,DFW,1000
GRR,DTW,2053
GRR,EWR,818
GRR,FLL,43
GRR,IAH,519
GRR,JAX,26
GRR,LAS,170
GRR,LGA,902
GRR,MCO,364
GRR,MDW,981
GRR,MIA,93
GRR,MSP,1627
GRR,MSY,26
GRR,ORD,3399
GRR,PGD,194
GRR,PHL,473
GRR,PHX,184
GRR,PIE,363
GRR,RSW,183
GRR,SAV,60
GRR,SFB,423
GRR,SRQ,80
GRR,TPA,119
GSO,ATL,2828
GSO,CLT,3169
GSO,DCA,939
GSO,DFW,916
GSO,DTW,579
GSO,EWR,608
GSO,FLL,121
GSO,IAD,21
GSO,IAH,7
GSO,LGA,2549
GSO,MCO,213
GSO,MIA,621
GSO,ORD,1013
GSO,PHL,692
GSO,PIE,107
GSO,SFB,130
GSO,TPA,121
GSP,ATL,3762
GSP,BOS,1
GSP,BWI,59
GSP,CLT,3187
GSP,DCA,858
GSP,DEN,360
GSP,DFW,871
GSP,DTW,753
GSP,EWR,718
GSP,FLL,126
GSP,IAD,558
GSP,IAH,671
GSP,LAS,58
GSP,LGA,798
GSP,MCO,79
GSP,MIA,717
GSP,ORD,1256
GSP,PHL,881
GSP,PIE,136
GSP,SFB,134
GSP,SFO,1
GSP,SJC,1
GSP,TPA,35
GST,JNU,82
GTF,DEN,139
GTF,LAS,112
GTF,MSP,365
GTF,ORD,75
GTF,SLC,990
GTR,ATL,1184
GUC,DFW,135
GUC,IAH,105
GUM,HNL,366
GUM,SPN,473
HDN,ATL,101
HDN,BOS,31
HDN,DEN,287
HDN,DFW,126
HDN,EWR,24
HDN,FLL,18
HDN,IAD,15
HDN,IAH,93
HDN,LAX,102
HDN,LGB,26
HDN,MSP,85
HDN,ORD,117
HDN,SAN,44
HDN,SFO,15
HGR,MYR,20
HGR,PIE,26
HGR,SFB,137
HHH,ATL,665
HHH,CLT,1120
HHH,DCA,35
HHH,EWR,35
HHH,IAD,323
HHH,LGA,14
HHH,ORD,40
HIB,MSP,626
HLN,DEN,4
HLN,GTF,2
HLN,MSP,329
HLN,SLC,1016
HNL,ANC,365
HNL,ATL,354
HNL,BOS,210
HNL,DEN,378
HNL,DFW,688
HNL,DTW,52
HNL,EWR,365
HNL,GUM,366
HNL,IAD,171
HNL,IAH,365
HNL,ITO,5099
HNL,JFK,375
HNL,KOA,7816
HNL,LAS,968
HNL,LAX,5867
HNL,LGB,365
HNL,LIH,6949
HNL,MSP,202
HNL,OAK,1149
HNL,OGG,10735
HNL,ORD,472
HNL,PDX,776
HNL,PHX,938
HNL,PPG,120
HNL,SAN,730
HNL,SEA,2071
HNL,SFO,2569
HNL,SJC,859
HNL,SLC,348
HNL,SMF,417
HOB,DEN,65
HOB,IAH,683
HOU,ABQ,1048
HOU,AMA,13
HOU,ATL,4158
HOU,AUS,1763
HOU,BHM,667
HOU,BNA,1481
HOU,BOS,662
HOU,BUR,341
HOU,BWI,1453
HOU,CHS,365
HOU,CLT,362
HOU,CMH,365
HOU,CRP,1306
HOU,DAL,6633
HOU,DCA,1115
HOU,DEN,2356
HOU,DFW,2710
HOU,ELP,1079
HOU,FLL,1105
HOU,HRL,1531
HOU,IND,644
HOU,JAX,406
HOU,JFK,299
HOU,LAS,1747
HOU,LAX,1733
HOU,LBB,45
HOU,LGA,1045
HOU,MAF,1227
HOU,MCI,963
HOU,MCO,1637
HOU,MDW,2204
HOU,MEM,667
HOU,MIA,80
HOU,MKE,366
HOU,MSY,3243
HOU,OAK,868
HOU,OKC,1312
HOU,OMA,364
HOU,PDX,58
HOU,PHL,161
HOU,PHX,1691
HOU,PIT,470
HOU,PNS,365
HOU,RDU,407
HOU,SAN,900
HOU,SAT,1855
HOU,SDF,366
HOU,SEA,58
HOU,SJC,359
HOU,SJU,142
HOU,SLC,62
HOU,SMF,42
HOU,SNA,309
HOU,STL,1360
HOU,TPA,1080
HOU,TUL,978
HOU,TUS,4
HPN,ACK,82
HPN,ATL,2182
HPN,CLT,1376
HPN,DCA,1641
HPN,DTW,1216
HPN,FLL,715
HPN,MCO,1168
HPN,ORD,952
HPN,PBI,1543
HPN,RSW,365
HPN,TPA,364
HRL,AUS,321
HRL,DAL,19
HRL,DEN,119
HRL,DFW,877
HRL,HOU,1531
HRL,IAH,1434
HRL,MSP,93
HRL,ORD,90
HSV,ATL,2582
HSV,CLT,1423
HSV,DCA,1227
HSV,DEN,156
HSV,DFW,1798
HSV,DTW,323
HSV,IAD,268
HSV,IAH,1091
HSV,MCO,140
HSV,ORD,699
HTS,CLT,202
HTS,MYR,52
HTS,PGD,26
HTS,PIE,191
HTS,SFB,215
HTS,VPS,25
HVN,CLT,52
HVN,PHL,1031
HYA,JFK,83
HYS,DEN,625
HYS,SLN,626
IAD,ALB,127
IAD,ATL,4393
IAD,AUS,1319
IAD,AVL,1
IAD,AVP,26
IAD,BDL,1401
IAD,BNA,1009
IAD,BOS,1459
IAD,BTV,756
IAD,BUF,631
IAD,CAE,6
IAD,CHA,114
IAD,CHS,994
IAD,CKB,347
IAD,CLE,1253
IAD,CLT,3887
IAD,CMH,1346
IAD,COS,85
IAD,CVG,979
IAD,DAY,199
IAD,DEN,3495
IAD,DFW,2264
IAD,DTW,2592
IAD,EGE,45
IAD,EWR,1364
IAD,FLL,771
IAD,GRR,1
IAD,GSO,21
IAD,GSP,572
IAD,HDN,15
IAD,HHH,323
IAD,HNL,171
IAD,HSV,206
IAD,IAH,1620
IAD,ILM,6
IAD,IND,771
IAD,JAX,296
IAD,JFK,1323
IAD,LAS,959
IAD,LAX,3601
IAD,LEX,29
IAD,LGA,1043
IAD,LWB,288
IAD,MCI,715
IAD,MCO,1878
IAD,MDT,59
IAD,MHT,317
IAD,MIA,225
IAD,MSN,2
IAD,MSP,1642
IAD,MSY,800
IAD,OGS,216
IAD,OKC,365
IAD,ORD,1782
IAD,ORF,1233
IAD,PDX,290
IAD,PHL,12
IAD,PHX,376
IAD,PIT,1406
IAD,PVD,591
IAD,PWM,366
IAD,RDU,1430
IAD,RIC,486
IAD,ROA,91
IAD,ROC,705
IAD,RSW,133
IAD,SAN,1022
IAD,SAT,780
IAD,SAV,373
IAD,SCE,9
IAD,SDF,58
IAD,SEA,1885
IAD,SFO,3284
IAD,SHD,390
IAD,SJU,300
IAD,SLC,309
IAD,SMF,339
IAD,SRQ,132
IAD,STL,173
IAD,STT,220
IAD,SYR,730
IAD,TPA,1087
IAD,TVC,11
IAD,TYS,267
IAG,FLL,199
IAG,MYR,162
IAG,PGD,191
IAG,PIE,136
IAG,SAV,20
IAG,SFB,139
IAH,ABQ,1450
IAH,AEX,869
IAH,AMA,968
IAH,ANC,89
IAH,ASE,484
IAH,ATL,5314
IAH,AUS,3179
IAH,BDL,356
IAH,BHM,1728
IAH,BNA,2020
IAH,BOI,365
IAH,BOS,1601
IAH,BRO,1459
IAH,BTR,2294
IAH,BWI,1130
IAH,BZN,143
IAH,CAE,155
IAH,CAK,364
IAH,CHS,852
IAH,CLE,1741
IAH,CLL,889
IAH,CLT,3516
IAH,CMH,1374
IAH,COS,1123
IAH,CRP,2035
IAH,CRW,131
IAH,CVG,1781
IAH,DAY,365
IAH,DCA,2748
IAH,DEN,4691
IAH,DFW,6131
IAH,DRO,21
IAH,DSM,924
IAH,DTW,3772
IAH,EGE,89
IAH,ELP,1796
IAH,EWR,3636
IAH,FLL,2241
IAH,GPT,1023
IAH,GRK,971
IAH,GRR,519
IAH,GSO,7
IAH,GSP,672
IAH,GUC,105
IAH,HDN,93
IAH,HNL,365
IAH,HOB,683
IAH,HRL,1435
IAH,HSV,1090
IAH,IAD,1625
IAH,ICT,1395
IAH,IND,1607
IAH,JAC,53
IAH,JAN,1735
IAH,JAX,1359
IAH,JFK,191
IAH,LAS,3107
IAH,LAX,4689
IAH,LBB,1172
IAH,LCH,969
IAH,LEX,240
IAH,LFT,1994
IAH,LGA,4245
IAH,LIT,1958
IAH,LRD,999
IAH,MAF,2427
IAH,MCI,1590
IAH,MCO,3284
IAH,MEM,1784
IAH,MFE,2332
IAH,MIA,3195
IAH,MKE,731
IAH,MLU,685
IAH,MOB,1638
IAH,MSN,2
IAH,MSP,3642
IAH,MSY,3168
IAH,MTJ,196
IAH,MYR,36
IAH,OAK,176
IAH,OKC,2835
IAH,OMA,1198
IAH,ONT,210
IAH,ORD,5186
IAH,ORF,612
IAH,PBI,270
IAH,PDX,862
IAH,PHL,2399
IAH,PHX,3057
IAH,PIT,1858
IAH,PNS,1755
IAH,PSP,480
IAH,RAP,11
IAH,RDU,1471
IAH,RIC,598
IAH,RNO,322
IAH,RSW,813
IAH,SAN,2141
IAH,SAT,2885
IAH,SAV,675
IAH,SDF,1229
IAH,SEA,2394
IAH,SFO,3287
IAH,SGF,687
IAH,SHV,1384
IAH,SJC,556
IAH,SJU,658
IAH,SLC,2576
IAH,SMF,789
IAH,SNA,1348
IAH,STL,1758
IAH,STT,85
IAH,TPA,2084
IAH,TUL,2553
IAH,TUS,1145
IAH,TYS,1270
IAH,VPS,938
IAH,XNA,1514
ICT,ATL,1030
ICT,DEN,1239
ICT,DFW,2256
ICT,IAH,1394
ICT,LAS,469
ICT,LAX,20
ICT,MSP,1006
ICT,ORD,2026
ICT,PHX,379
ICT,SEA,6
ICT,SFB,26
ICT,STL,678
ICT,VPS,30
IDA,DEN,418
IDA,LAS,106
IDA,LAX,24
IDA,MSP,13
IDA,OAK,26
IDA,SLC,1377
ILM,ATL,1815
ILM,CLT,3152
ILM,DCA,363
ILM,DFW,442
ILM,IAD,6
ILM,LGA,990
ILM,ORD,105
ILM,PHL,5
IMT,DTW,313
IMT,MSP,365
IND,ATL,4220
IND,AUS,129
IND,BOS,1288
IND,BWI,1119
IND,CHS,52
IND,CLT,2856
IND,DAL,467
IND,DCA,1961
IND,DEN,2387
IND,DFW,1710
IND,DTW,2150
IND,EWR,1929
IND,FLL,764
IND,HOU,617
IND,IAD,794
IND,IAH,1608
IND,JAX,92
IND,JFK,1131
IND,LAS,1486
IND,LAX,998
IND,LGA,2300
IND,MCI,628
IND,MCO,2168
IND,MDW,505
IND,MIA,1084
IND,MSP,1668
IND,MSY,63
IND,MYR,80
IND,OAK,176
IND,ORD,4742
IND,PBI,12
IND,PGD,282
IND,PHL,1777
IND,PHX,1328
IND,PIE,339
IND,RDU,372
IND,RSW,872
IND,SAN,74
IND,SAV,56
IND,SEA,675
IND,SFB,255
IND,SFO,443
IND,SLC,315
IND,SRQ,126
IND,TPA,983
IND,TUS,16
IND,VPS,38
INL,MSP,648
ISN,DEN,5
ISN,MSP,628
ISP,ATL,134
ISP,BWI,1465
ISP,FLL,600
ISP,MCO,1390
ISP,MYR,115
ISP,PBI,1016
ISP,RDU,85
ISP,RSW,99
ISP,TPA,660
ITH,CLT,24
ITH,DTW,975
ITO,HNL,5103
ITO,LAX,284
ITO,OGG,731
JAC,ATL,111
JAC,DEN,998
JAC,DFW,559
JAC,EWR,102
JAC,IAH,53
JAC,JFK,15
JAC,LAX,339
JAC,LGA,19
JAC,MSP,110
JAC,ORD,745
JAC,PHX,75
JAC,SEA,37
JAC,SFO,253
JAC,SLC,1169
JAN,ATL,2249
JAN,CLT,1229
JAN,DCA,362
JAN,DEN,90
JAN,DFW,2267
JAN,IAH,1735
JAN,MCO,100
JAN,ORD,167
JAX,ATL,5216
JAX,BLV,63
JAX,BNA,997
JAX,BOS,1851
JAX,BWI,1613
JAX,CLE,52
JAX,CLT,2823
JAX,CVG,170
JAX,DAL,360
JAX,DCA,1920
JAX,DEN,883
JAX,DFW,1829
JAX,DTW,1004
JAX,EWR,753
JAX,FLL,2234
JAX,GRR,26
JAX,HOU,389
JAX,IAD,580
JAX,IAH,1360
JAX,IND,92
JAX,JFK,2139
JAX,LAS,181
JAX,LCK,24
JAX,LGA,1033
JAX,MDW,365
JAX,MIA,1869
JAX,MSP,280
JAX,ORD,2092
JAX,ORF,75
JAX,PHL,1232
JAX,PIT,112
JAX,RDU,146
JAX,STL,34
JAX,TTN,135
JFK,ABQ,299
JFK,ACK,477
JFK,ATL,3489
JFK,AUS,2164
JFK,BNA,1670
JFK,BOS,5497
JFK,BQN,424
JFK,BTV,2076
JFK,BUF,3575
JFK,BUR,636
JFK,BWI,1728
JFK,CHS,1764
JFK,CLE,1799
JFK,CLT,3989
JFK,CMH,1342
JFK,CVG,732
JFK,DAB,7
JFK,DCA,2399
JFK,DEN,1388
JFK,DFW,1894
JFK,DTW,1539
JFK,EGE,81
JFK,FLL,3901
JFK,HNL,375
JFK,HOU,299
JFK,HYA,83
JFK,IAD,1323
JFK,IAH,191
JFK,IND,1131
JFK,JAC,15
JFK,JAX,2139
JFK,LAS,3418
JFK,LAX,12804
JFK,LGB,678
JFK,MCO,4572
JFK,MIA,3564
JFK,MSP,1418
JFK,MSY,1919
JFK,MVY,215
JFK,OAK,268
JFK,ONT,350
JFK,ORD,3008
JFK,ORF,1921
JFK,ORH,365
JFK,PBI,1844
JFK,PDX,1279
JFK,PHL,43
JFK,PHX,2813
JFK,PIT,1401
JFK,PSE,319
JFK,PSP,198
JFK,PWM,1279
JFK,RDU,3451
JFK,RIC,1051
JFK,RNO,262
JFK,ROC,2164
JFK,RSW,1012
JFK,SAN,2000
JFK,SAT,642
JFK,SAV,1508
JFK,SEA,3323
JFK,SFO,7620
JFK,SJC,1027
JFK,SJU,3104
JFK,SLC,2376
JFK,SMF,354
JFK,SNA,4
JFK,SRQ,391
JFK,STT,317
JFK,SYR,1791
JFK,TPA,2646
JLN,DFW,985
JLN,ORD,401
JMS,DEN,365
JMS,DVL,624
JNU,ANC,1134
JNU,GST,82
JNU,KTN,289
JNU,PSG,362
JNU,SEA,1526
JNU,SIT,761
JNU,YAK,361
KOA,ANC,86
KOA,BLI,15
KOA,DEN,365
KOA,DFW,135
KOA,HNL,7810
KOA,LAX,1858
KOA,LIH,381
KOA,OAK,316
KOA,OGG,1095
KOA,PDX,213
KOA,PHX,334
KOA,SAN,218
KOA,SEA,1027
KOA,SFO,1235
KOA,SJC,235
KOA,SMF,156
KTN,JNU,290
KTN,SEA,1366
KTN,SIT,365
KTN,WRG,362
LAN,DCA,346
LAN,DTW,1550
LAN,MSP,362
LAN,ORD,1028
LAR,DEN,625
LAS,ABQ,1388
LAS,AMA,365
LAS,ATL,4731
LAS,ATW,104
LAS,AUS,2131
LAS,BHM,170
LAS,BIL,122
LAS,BIS,151
LAS,BLI,757
LAS,BLV,64
LAS,BNA,1419
LAS,BOI,828
LAS,BOS,2069
LAS,BUF,481
LAS,BUR,3896
LAS,BWI,1844
LAS,BZN,113
LAS,CID,125
LAS,CLE,974
LAS,CLT,2039
LAS,CMH,994
LAS,COS,424
LAS,CVG,905
LAS,DAL,1761
LAS,DCA,361
LAS,DEN,6952
LAS,DFW,5093
LAS,DSM,572
LAS,DTW,3350
LAS,ELP,923
LAS,EUG,127
LAS,EWR,2671
LAS,FAR,177
LAS,FAT,592
LAS,FCA,107
LAS,FLL,1139
LAS,FSD,198
LAS,GEG,828
LAS,GFK,105
LAS,GJT,108
LAS,GRI,114
LAS,GRR,170
LAS,GSP,58
LAS,GTF,111
LAS,HNL,968
LAS,HOU,1822
LAS,IAD,959
LAS,IAH,3105
LAS,ICT,469
LAS,IDA,106
LAS,IND,1486
LAS,JAX,181
LAS,JFK,3425
LAS,LAX,11718
LAS,LBB,371
LAS,LGB,2132
LAS,LIT,374
LAS,LRD,113
LAS,MAF,452
LAS,MCI,1711
LAS,MCO,1389
LAS,MDW,2844
LAS,MEM,202
LAS,MFE,376
LAS,MFR,122
LAS,MIA,920
LAS,MKE,1068
LAS,MLI,105
LAS,MOT,163
LAS,MRY,118
LAS,MSN,150
LAS,MSO,106
LAS,MSP,2751
LAS,MSY,1001
LAS,OAK,4784
LAS,OGG,10
LAS,OKC,819
LAS,OMA,1163
LAS,ONT,1405
LAS,ORD,4866
LAS,ORF,112
LAS,PDX,3408
LAS,PHL,1771
LAS,PHX,5515
LAS,PIA,117
LAS,PIT,840
LAS,PSC,130
LAS,RAP,125
LAS,RDM,28
LAS,RDU,713
LAS,RFD,104
LAS,RNO,3665
LAS,RSW,34
LAS,SAN,5038
LAS,SAT,1695
LAS,SBN,104
LAS,SCK,603
LAS,SDF,419
LAS,SEA,7004
LAS,SFO,7786
LAS,SGF,118
LAS,SHV,116
LAS,SJC,3818
LAS,SLC,3483
LAS,SMF,3616
LAS,SMX,193
LAS,SNA,3252
LAS,STL,1609
LAS,TPA,1200
LAS,TUL,529
LAS,TUS,1123
LAS,TYS,106
LAS,XNA,118
LAW,DFW,1335
LAX,ABQ,911
LAX,ACV,577
LAX,ANC,464
LAX,ASE,923
LAX,ATL,6330
LAX,AUS,4059
LAX,BDL,252
LAX,BIL,20
LAX,BLI,155
LAX,BNA,2196
LAX,BOI,1284
LAX,BOS,5184
LAX,BUF,283
LAX,BWI,2086
LAX,BZN,446
LAX,CID,20
LAX,CLE,958
LAX,CLT,2429
LAX,CMH,915
LAX,COS,756
LAX,CVG,845
LAX,DAL,2717
LAX,DCA,1457
LAX,DEN,7310
LAX,DFW,7340
LAX,DRO,13
LAX,DSM,20
LAX,DTW,2717
LAX,EGE,131
LAX,ELP,703
LAX,EUG,1328
LAX,EWR,4952
LAX,FAR,20
LAX,FAT,2371
LAX,FCA,116
LAX,FLG,15
LAX,FLL,2067
LAX,FSD,20
LAX,GEG,3
LAX,GJT,20
LAX,HDN,102
LAX,HNL,5868
LAX,HOU,1727
LAX,IAD,3600
LAX,IAH,4689
LAX,ICT,20
LAX,IDA,24
LAX,IND,1020
LAX,ITO,284
LAX,JAC,339
LAX,JFK,12862
LAX,KOA,1858
LAX,LAS,11722
LAX,LIH,1837
LAX,LIT,20
LAX,MCI,1988
LAX,MCO,3023
LAX,MDW,1983
LAX,MEM,400
LAX,MFE,29
LAX,MFR,1253
LAX,MIA,2788
LAX,MKE,337
LAX,MMH,364
LAX,MRY,1418
LAX,MSN,278
LAX,MSO,100
LAX,MSP,2891
LAX,MSY,2540
LAX,MTJ,66
LAX,OAK,5035
LAX,OGG,3349
LAX,OKC,66
LAX,OMA,258
LAX,ORD,7991
LAX,PDX,5040
LAX,PHL,3003
LAX,PHX,6732
LAX,PIT,467
LAX,PRC,368
LAX,PSC,295
LAX,PSP,373
LAX,PVU,105
LAX,RAP,22
LAX,RDD,300
LAX,RDM,810
LAX,RDU,845
LAX,RNO,2253
LAX,SAN,2727
LAX,SAT,1811
LAX,SBA,1136
LAX,SBN,1
LAX,SBP,1228
LAX,SCK,274
LAX,SDF,251
LAX,SEA,8650
LAX,SFO,14630
LAX,SGF,100
LAX,SGU,262
LAX,SJC,5159
LAX,SLC,5569
LAX,SMF,4752
LAX,STL,1696
LAX,STS,966
LAX,SUN,202
LAX,TPA,604
LAX,TUL,106
LAX,TUS,2653
LAX,XNA,20
LBB,AUS,336
LBB,DAL,1648
LBB,DEN,604
LBB,DFW,2562
LBB,HOU,45
LBB,IAH,1171
LBB,LAS,371
LBB,PHX,359
LBE,FLL,306
LBE,MCO,364
LBE,MYR,297
LBE,RSW,87
LBE,TPA,65
LBF,DEN,625
LBL,DEN,313
LBL,PUB,312
LCH,DFW,1007
LCH,IAH,970
LCK,CHS,20
LCK,FLL,105
LCK,JAX,24
LCK,MYR,108
LCK,PGD,179
LCK,PIE,170
LCK,SAV,125
LCK,SFB,177
LCK,SRQ,79
LCK,VPS,48
LEX,ATL,2618
LEX,CLT,916
LEX,DCA,286
LEX,DFW,953
LEX,DTW,1319
LEX,EWR,12
LEX,FLL,142
LEX,IAD,94
LEX,IAH,239
LEX,LGA,312
LEX,MSP,188
LEX,MYR,26
LEX,ORD,1421
LEX,PGD,188
LEX,PIE,149
LEX,SFB,270
LEX,VPS,20
LFT,ATL,1406
LFT,DEN,91
LFT,DFW,1676
LFT,IAH,1993
LFT,MCO,63
LGA,ACK,252
LGA,AGS,16
LGA,ATL,9517
LGA,AVL,87
LGA,BGR,1323
LGA,BHM,812
LGA,BNA,4675
LGA,BOS,10309
LGA,BTV,741
LGA,BUF,1276
LGA,BZN,10
LGA,CAE,689
LGA,CAK,312
LGA,CHA,331
LGA,CHO,1411
LGA,CHS,1299
