origin,destination,count
LGA,CLE,4692
LGA,CLT,5929
LGA,CMH,3820
LGA,CVG,2703
LGA,DAB,39
LGA,DAL,1714
LGA,DAY,971
LGA,DCA,6691
LGA,DEN,4350
LGA,DFW,6584
LGA,DSM,570
LGA,DTW,5010
LGA,EGE,15
LGA,EYW,30
LGA,FLL,4852
LGA,GRR,902
LGA,GSO,2546
LGA,GSP,798
LGA,HHH,14
LGA,HOU,1045
LGA,IAD,1044
LGA,IAH,4245
LGA,ILM,990
LGA,IND,2298
LGA,JAC,19
LGA,JAX,1033
LGA,LEX,311
LGA,MCI,2189
LGA,MCO,3931
LGA,MDW,2162
LGA,MEM,1465
LGA,MHT,305
LGA,MIA,5744
LGA,MKE,2234
LGA,MSN,829
LGA,MSP,2962
LGA,MSY,1401
LGA,MTJ,3
LGA,MVY,133
LGA,MYR,732
LGA,OMA,766
LGA,ORD,14699
LGA,ORF,2778
LGA,PBI,2691
LGA,PHL,1114
LGA,PIT,4497
LGA,PWM,1687
LGA,RDU,4857
LGA,RIC,3097
LGA,ROA,354
LGA,ROC,1266
LGA,RSW,992
LGA,SAT,4
LGA,SAV,1038
LGA,SDF,1674
LGA,SRQ,362
LGA,STL,4082
LGA,SYR,944
LGA,TPA,2018
LGA,TVC,72
LGA,TYS,1421
LGA,XNA,887
LGB,AUS,365
LGB,BOS,412
LGB,BZN,64
LGB,DEN,190
LGB,FLL,7
LGB,HDN,26
LGB,HNL,365
LGB,JFK,678
LGB,LAS,2132
LGB,OAK,2207
LGB,PDX,365
LGB,PHX,1051
LGB,RNO,365
LGB,SEA,655
LGB,SFO,711
LGB,SJC,1742
LGB,SLC,2328
LGB,SMF,2155
LIH,DEN,365
LIH,HNL,6948
LIH,KOA,380
LIH,LAX,1837
LIH,OAK,540
LIH,OGG,1203
LIH,PDX,213
LIH,PHX,360
LIH,SAN,253
LIH,SEA,974
LIH,SFO,692
LIH,SJC,298
LIT,ATL,2235
LIT,CLT,1412
LIT,DAL,1030
LIT,DCA,365
LIT,DEN,874
LIT,DFW,3017
LIT,DTW,225
LIT,IAH,1960
LIT,LAS,374
LIT,LAX,21
LIT,MCO,35
LIT,ORD,1650
LIT,PHX,290
LIT,SFB,106
LIT,STL,639
LIT,VPS,32
LNK,ATL,274
LNK,CMH,1
LNK,DEN,673
LNK,MSP,995
LNK,ORD,268
LRD,DFW,1562
LRD,IAH,999
LRD,LAS,113
LSE,DTW,305
LSE,MSP,731
LSE,ORD,1163
LWB,IAD,288
LWB,ORD,377
LWS,SLC,990
LYH,CLT,915
MAF,DAL,1587
MAF,DEN,911
MAF,DFW,2651
MAF,HOU,1227
MAF,IAH,2426
MAF,LAS,452
MAF,PHX,364
MBS,APN,1
MBS,DTW,1264
MBS,MSP,290
MBS,ORD,1013
MCI,ABQ,340
MCI,ATL,3922
MCI,AUS,348
MCI,BNA,1237
MCI,BOS,840
MCI,BWI,937
MCI,CLT,1391
MCI,CVG,520
MCI,DAL,2106
MCI,DCA,1585
MCI,DEN,3918
MCI,DFW,2552
MCI,DTW,1641
MCI,EWR,1275
MCI,FLL,562
MCI,HOU,997
MCI,IAD,715
MCI,IAH,1586
MCI,IND,631
MCI,LAS,1721
MCI,LAX,1981
MCI,LGA,2190
MCI,MCO,1270
MCI,MDW,2588
MCI,MIA,703
MCI,MKE,594
MCI,MSP,2395
MCI,MSY,380
MCI,MYR,36
MCI,OAK,316
MCI,ORD,3787
MCI,PDX,494
MCI,PGD,81
MCI,PHL,1003
MCI,PHX,1920
MCI,PIE,59
MCI,PNS,26
MCI,RDU,327
MCI,RSW,125
MCI,SAN,920
MCI,SAT,343
MCI,SEA,911
MCI,SFB,26
MCI,SFO,898
MCI,SLC,1000
MCI,STL,1158
MCI,TPA,496
MCI,VPS,57
MCO,ABQ,60
MCO,ACY,727
MCO,ALB,1136
MCO,ATL,9370
MCO,AUS,1680
MCO,AVL,213
MCO,BDL,2695
MCO,BHM,801
MCO,BMI,146
MCO,BNA,2131
MCO,BOS,4342
MCO,BQN,897
MCO,BTV,49
MCO,BUF,1684
MCO,BWI,4446
MCO,CAK,327
MCO,CLE,1418
MCO,CLT,4155
MCO,CMH,1734
MCO,COS,176
MCO,CVG,1383
MCO,DAL,1676
MCO,DCA,3788
MCO,DEN,3591
MCO,DFW,4441
MCO,DSM,63
MCO,DTW,3710
MCO,EWR,6909
MCO,FLL,2060
MCO,GRB,21
MCO,GRR,365
MCO,GSO,213
MCO,GSP,79
MCO,HOU,1600
MCO,HPN,1170
MCO,HSV,140
MCO,IAD,1876
MCO,IAH,3289
MCO,IND,2139
MCO,ISP,1389
MCO,JAN,100
MCO,JFK,4559
MCO,LAS,1411
MCO,LAX,3019
MCO,LBE,364
MCO,LFT,63
MCO,LGA,3929
MCO,LIT,34
MCO,MCI,1278
MCO,MDT,163
MCO,MDW,2684
MCO,MEM,620
MCO,MHT,633
MCO,MIA,2615
MCO,MKE,1402
MCO,MSN,68
MCO,MSP,2177
MCO,MSY,1994
MCO,MYR,103
MCO,OAK,213
MCO,OKC,103
MCO,OMA,123
MCO,ONT,325
MCO,ORD,4803
MCO,ORF,593
MCO,ORH,365
MCO,PDX,365
MCO,PHL,5834
MCO,PHX,1424
MCO,PIT,1871
MCO,PSE,507
MCO,PSM,80
MCO,PVD,2098
MCO,PWM,181
MCO,RDU,2610
MCO,RIC,983
MCO,ROC,376
MCO,SAN,640
MCO,SAT,766
MCO,SDF,559
MCO,SEA,1031
MCO,SFO,1343
MCO,SJC,208
MCO,SJU,5278
MCO,SLC,1306
MCO,SMF,218
MCO,STL,1980
MCO,STT,157
MCO,SWF,361
MCO,SYR,545
MCO,TTN,486
MCO,TUL,28
MCO,TYS,29
MDT,ATL,1019
MDT,BNA,60
MDT,CLT,1145
MDT,DEN,85
MDT,DFW,208
MDT,DTW,733
MDT,IAD,60
MDT,MCO,163
MDT,MYR,40
MDT,ORD,2103
MDT,PGD,123
MDT,PHL,3
MDT,PIE,146
MDT,SFB,326
MDT,SRQ,78
MDW,ABQ,600
MDW,ALB,692
MDW,ATL,4236
MDW,AUS,1179
MDW,BDL,886
MDW,BHM,674
MDW,BNA,2335
MDW,BOI,8
MDW,BOS,1485
MDW,BUF,957
MDW,BUR,362
MDW,BWI,2395
MDW,CHS,668
MDW,CLE,1599
MDW,CLT,911
MDW,CMH,1937
MDW,CVG,1586
MDW,DAL,2482
MDW,DCA,2170
MDW,DEN,3108
MDW,DTW,2291
MDW,EWR,1555
MDW,FLL,1401
MDW,GRR,979
MDW,HOU,2198
MDW,IND,481
MDW,JAX,369
MDW,LAS,2763
MDW,LAX,2015
MDW,LGA,2163
MDW,MCI,2602
MDW,MCO,2696
MDW,MEM,661
MDW,MHT,806
MDW,MSP,4442
MDW,MSY,1194
MDW,OAK,1065
MDW,OKC,359
MDW,OMA,1537
MDW,ONT,365
MDW,ORF,488
MDW,PBI,5
MDW,PDX,414
MDW,PHL,1856
MDW,PHX,2393
MDW,PIT,1613
MDW,PNS,57
MDW,PVD,840
MDW,PWM,16
MDW,RDU,1246
MDW,RNO,221
MDW,RSW,1317
MDW,SAN,1343
MDW,SAT,802
MDW,SDF,1134
MDW,SEA,774
MDW,SFO,614
MDW,SJC,526
MDW,SJU,202
MDW,SLC,764
MDW,SMF,417
MDW,STL,2404
MDW,TPA,1704
MDW,TUS,379
MEI,DFW,366
MEI,ORD,363
MEI,PIB,246
MEM,ATL,3597
MEM,AUS,54
MEM,BWI,481
MEM,CLT,2186
MEM,DAL,983
MEM,DCA,1085
MEM,DEN,1042
MEM,DFW,2834
MEM,DTW,772
MEM,EWR,546
MEM,FLL,136
MEM,HOU,649
MEM,IAH,1785
MEM,LAS,202
MEM,LAX,400
MEM,LGA,1466
MEM,MCO,620
MEM,MDW,682
MEM,MIA,728
MEM,MSP,1014
MEM,OAK,10
MEM,ORD,2320
MEM,PGD,14
MEM,PHL,847
MEM,PHX,722
MEM,PIE,107
MEM,SFB,124
MEM,TPA,344
MEM,VPS,32
MFE,DFW,2751
MFE,IAH,2331
MFE,LAS,376
MFE,LAX,29
MFE,SFB,81
MFR,DEN,546
MFR,LAS,122
MFR,LAX,1254
MFR,PHX,362
MFR,SEA,104
MFR,SFO,1457
MFR,SLC,202
MGM,ATL,2283
MGM,CLT,103
MGM,DCA,331
MGM,DFW,1006
MHK,DFW,1037
MHK,ORD,946
MHT,ATL,269
MHT,BWI,1948
MHT,CLT,1283
MHT,DCA,1045
MHT,DTW,80
MHT,EWR,112
MHT,IAD,317
MHT,LGA,305
MHT,MCO,643
MHT,MDW,812
MHT,ORD,399
MHT,PHL,506
MHT,TPA,423
MIA,AGS,8
MIA,ATL,7005
MIA,AUS,1036
MIA,BDL,391
MIA,BHM,735
MIA,BNA,1016
MIA,BOS,2249
MIA,BUF,81
MIA,BWI,744
MIA,CAE,14
MIA,CHS,1323
MIA,CLE,971
MIA,CLT,2659
MIA,CMH,1258
MIA,CVG,1107
MIA,DCA,3171
MIA,DEN,1427
MIA,DFW,3728
MIA,DTW,1419
MIA,EGE,105
MIA,EWR,2957
MIA,EYW,1635
MIA,GNV,631
MIA,GRR,93
MIA,GSO,621
MIA,GSP,716
MIA,HOU,79
MIA,IAD,225
MIA,IAH,3200
MIA,IND,1082
MIA,JAX,1869
MIA,JFK,3567
MIA,LAS,921
MIA,LAX,2784
MIA,LGA,5742
MIA,MCI,703
MIA,MCO,2616
MIA,MEM,729
MIA,MSP,1387
MIA,MSY,1410
MIA,OKC,14
MIA,OMA,93
MIA,ORD,4121
MIA,ORF,1219
MIA,PHL,2523
MIA,PHX,1106
MIA,PIT,1036
MIA,PNS,1100
MIA,PVD,80
MIA,RDU,1254
MIA,RIC,700
MIA,RSW,158
MIA,SAN,357
MIA,SAT,404
MIA,SAV,730
MIA,SDF,741
MIA,SEA,376
MIA,SFO,1364
MIA,SJU,2074
MIA,STL,799
MIA,STT,675
MIA,STX,629
MIA,TLH,1323
MIA,TPA,2180
MIA,TYS,730
MIA,XNA,14
MKE,ATL,3123
MKE,BNA,666
MKE,BOS,968
MKE,BWI,998
MKE,CLE,529
MKE,CLT,1749
MKE,DAL,359
MKE,DCA,677
MKE,DEN,2377
MKE,DFW,1273
MKE,DTW,1857
MKE,ESC,1
MKE,EWR,888
MKE,FLL,183
MKE,HOU,365
MKE,IAH,731
MKE,LAS,1103
MKE,LAX,333
MKE,LGA,2232
MKE,MCI,595
MKE,MCO,1397
MKE,MSP,1927
MKE,ORD,1807
MKE,PGD,30
MKE,PHL,77
MKE,PHX,1592
MKE,PIE,41
MKE,RDU,45
MKE,RSW,531
MKE,SAN,34
MKE,SEA,720
MKE,SFB,45
MKE,SFO,58
MKE,SLC,244
MKE,STL,669
MKE,TPA,652
MKG,ORD,727
MLB,ATL,1437
MLB,CLT,1094
MLB,DCA,35
MLB,DTW,1
MLB,PHL,51
MLI,ATL,1046
MLI,DEN,47
MLI,DFW,721
MLI,DTW,678
MLI,LAS,105
MLI,MSP,491
MLI,ORD,1418
MLI,PGD,40
MLI,PIE,92
MLI,SFB,102
MLU,ATL,1329
MLU,DFW,925
MLU,IAH,684
MMH,DEN,102
MMH,LAX,364
MMH,SFO,102
MOB,ATL,2389
MOB,CLT,128
MOB,DFW,1276
MOB,IAH,1638
MOT,ABR,1
MOT,DEN,270
MOT,LAS,163
MOT,MSP,1696
MQT,DTW,620
MQT,MSP,365
MQT,ORD,427
MRY,DEN,155
MRY,DFW,284
MRY,LAS,118
MRY,LAX,1418
MRY,PHX,1237
MRY,SAN,365
MRY,SFO,722
MSN,ATL,1184
MSN,BNA,1
MSN,BOS,4
MSN,CLE,1
MSN,CLT,739
MSN,CMH,3
MSN,CVG,1
MSN,DCA,289
MSN,DEN,1046
MSN,DFW,1062
MSN,DTW,1554
MSN,EWR,384
MSN,IAD,2
MSN,IAH,2
MSN,LAS,150
MSN,LAX,278
MSN,LGA,829
MSN,MCO,68
MSN,MSP,1826
MSN,ORD,3061
MSN,PHL,675
MSN,PHX,190
MSN,RDU,2
MSN,SEA,1
MSN,SFO,396
MSN,SLC,302
MSO,ATL,13
MSO,DEN,896
MSO,DFW,377
MSO,LAS,106
MSO,LAX,100
MSO,MSP,546
MSO,OAK,32
MSO,ORD,104
MSO,SFO,121
MSO,SLC,1095
MSP,ABQ,212
MSP,ABR,750
MSP,ALB,262
MSP,ANC,527
MSP,ASE,24
MSP,ATL,4618
MSP,ATW,1272
MSP,AUS,1028
MSP,AZO,495
MSP,BDL,1291
MSP,BIL,876
MSP,BIS,2079
MSP,BJI,742
MSP,BNA,1960
MSP,BOI,733
MSP,BOS,3010
MSP,BRD,636
MSP,BUF,335
MSP,BWI,2091
MSP,BZN,889
MSP,CHA,1
MSP,CHS,50
MSP,CID,1167
MSP,CIU,365
MSP,CLE,1422
MSP,CLT,2625
MSP,CMH,1078
MSP,COS,85
MSP,CVG,1744
MSP,CWA,933
MSP,DAL,359
MSP,DAY,1001
MSP,DCA,2931
MSP,DEN,5820
MSP,DFW,4272
MSP,DLH,1806
MSP,DSM,1671
MSP,DTW,3115
MSP,EWR,3423
MSP,FAI,102
MSP,FAR,2261
MSP,FCA,444
MSP,FLL,618
MSP,FSD,2204
MSP,FWA,353
MSP,GEG,834
MSP,GFK,1888
MSP,GRB,1306
MSP,GRR,1627
MSP,GTF,365
MSP,HDN,85
MSP,HIB,626
MSP,HLN,329
MSP,HNL,203
MSP,HRL,93
MSP,IAD,1643
MSP,IAH,3638
MSP,ICT,1006
MSP,IDA,13
MSP,IMT,365
MSP,IND,1667
MSP,INL,648
MSP,ISN,627
MSP,JAC,110
MSP,JAX,280
MSP,JFK,1418
MSP,LAN,362
MSP,LAS,2752
MSP,LAX,2888
MSP,LEX,189
MSP,LGA,2960
MSP,LNK,995
MSP,LSE,731
MSP,MBS,290
MSP,MCI,2426
MSP,MCO,2179
MSP,MDW,4413
MSP,MEM,1014
MSP,MIA,1386
MSP,MKE,1927
MSP,MLI,491
MSP,MOT,1696
MSP,MQT,365
MSP,MSN,1828
MSP,MSO,546
MSP,MSY,586
MSP,MYR,74
MSP,OAK,178
MSP,OKC,732
MSP,OMA,2013
MSP,ORD,7489
MSP,ORF,238
MSP,PBI,9
MSP,PDX,1692
MSP,PHL,2414
MSP,PHX,3926
MSP,PIA,293
MSP,PIT,1318
MSP,PSC,513
MSP,PSP,131
MSP,RAP,1542
MSP,RDU,1207
MSP,RHI,806
MSP,RIC,687
MSP,RNO,25
MSP,ROC,316
MSP,RST,1306
MSP,RSW,1193
MSP,SAN,1717
MSP,SAT,906
MSP,SAV,42
MSP,SBN,666
MSP,SDF,951
MSP,SEA,3044
MSP,SFO,2532
MSP,SJC,647
MSP,SJU,21
MSP,SLC,1959
MSP,SMF,591
MSP,SNA,965
MSP,STL,2703
MSP,SYR,243
MSP,TPA,1140
MSP,TTN,113
MSP,TUL,496
MSP,TUS,166
MSP,TVC,424
MSP,TYS,349
MSP,XNA,547
MSY,ATL,5320
MSY,AUS,1334
MSY,BNA,1473
MSY,BOS,959
MSY,BWI,1560
MSY,CLE,139
MSY,CLT,2356
MSY,CMH,111
MSY,CVG,136
MSY,DAL,2499
MSY,DCA,2164
MSY,DEN,2513
MSY,DFW,2943
MSY,DTW,1420
MSY,EWR,1990
MSY,FLL,1963
MSY,GRR,26
MSY,HOU,3252
MSY,IAD,799
MSY,IAH,3166
MSY,IND,63
MSY,JFK,1919
MSY,LAS,1001
MSY,LAX,2529
MSY,LGA,1401
MSY,MCI,402
MSY,MCO,1975
MSY,MDW,1229
MSY,MIA,1415
MSY,MSP,586
MSY,OAK,353
MSY,ORD,2051
MSY,PHL,1159
MSY,PHX,437
MSY,PIT,75
MSY,RDU,441
MSY,SAN,391
MSY,SAT,580
MSY,SDF,46
MSY,SEA,571
MSY,SFO,808
MSY,SJC,23
MSY,SLC,336
MSY,SMF,14
MSY,STL,749
MSY,TPA,1383
MTJ,ATL,38
MTJ,CLT,13
MTJ,DEN,463
MTJ,DFW,658
MTJ,EWR,74
MTJ,IAH,196
MTJ,LAX,66
MTJ,LGA,3
MTJ,ORD,85
MTJ,PHX,180
MTJ,SFO,53
MTJ,SLC,10
MVY,BOS,95
MVY,DCA,109
MVY,JFK,215
MVY,LGA,133
MYR,ABE,103
MYR,ACY,358
MYR,ALB,43
MYR,ATL,1355
MYR,BDL,260
MYR,BLV,22
MYR,BOS,375
MYR,BWI,387
MYR,CKB,32
MYR,CLE,223
MYR,CLT,2857
MYR,CMH,102
MYR,CRW,36
MYR,CVG,61
MYR,DCA,329
MYR,DEN,53
MYR,DFW,268
MYR,DTW,358
MYR,EWR,502
MYR,FLL,439
MYR,FWA,22
MYR,HGR,20
MYR,HTS,52
MYR,IAG,162
MYR,IAH,36
MYR,IND,80
MYR,ISP,115
MYR,LBE,297
MYR,LCK,108
MYR,LEX,26
MYR,LGA,732
MYR,MCI,36
MYR,MCO,103
MYR,MDT,40
MYR,MSP,74
MYR,ORD,374
MYR,PHL,820
MYR,PIT,265
MYR,PSM,26
MYR,SDF,20
MYR,SWF,50
MYR,SYR,37
MYR,TTN,96
OAJ,ATL,1302
OAJ,CLT,1567
OAK,ABQ,858
OAK,ATL,481
OAK,AUS,346
OAK,BLI,216
OAK,BNA,365
OAK,BOI,722
OAK,BOS,47
OAK,BUR,4350
OAK,BWI,399
OAK,CMH,183
OAK,DAL,661
OAK,DEN,1699
OAK,DFW,156
OAK,DTW,126
OAK,EUG,133
OAK,EWR,124
OAK,FCA,26
OAK,GEG,725
OAK,HNL,1148
OAK,HOU,859
OAK,IAH,176
OAK,IDA,26
OAK,IND,176
OAK,JFK,268
OAK,KOA,316
OAK,LAS,4790
OAK,LAX,5037
OAK,LGB,2215
OAK,LIH,540
OAK,MCI,321
OAK,MCO,189
OAK,MDW,1028
OAK,MEM,10
OAK,MSO,32
OAK,MSP,177
OAK,MSY,353
OAK,OGG,1230
OAK,ONT,2365
OAK,ORD,166
OAK,PDX,2565
OAK,PHX,3303
OAK,PSP,19
OAK,RNO,690
OAK,SAN,4021
OAK,SAT,251
OAK,SEA,3527
OAK,SLC,2691
OAK,SNA,2500
OAK,STL,302
OAK,TUS,11
OGG,ANC,100
OGG,BLI,56
OGG,DEN,370
OGG,DFW,543
OGG,HNL,10738
OGG,ITO,732
OGG,KOA,1095
OGG,LAS,10
OGG,LAX,3350
OGG,LIH,1202
OGG,OAK,1228
OGG,ORD,193
OGG,PDX,1056
OGG,PHX,499
OGG,SAN,730
OGG,SEA,1506
OGG,SFO,2293
OGG,SJC,914
OGG,SLC,71
OGG,SMF,640
OGS,IAD,215
OGS,ORD,200
OGS,PIE,36
OGS,SFB,78
OKC,ATL,1991
OKC,BNA,53
OKC,BWI,361
OKC,CLT,896
OKC,DAL,1004
OKC,DCA,676
OKC,DEN,2713
OKC,DFW,3186
OKC,DTW,515
OKC,EWR,282
OKC,HOU,1311
OKC,IAD,365
OKC,IAH,2834
OKC,LAS,823
OKC,LAX,66
OKC,MCO,103
OKC,MDW,357
OKC,MIA,13
OKC,MSP,732
OKC,ORD,1992
OKC,PHL,508
OKC,PHX,1297
OKC,SEA,57
OKC,SFB,67
OKC,SFO,365
OKC,SJC,1
OKC,SLC,749
OKC,STL,679
OKC,VPS,131
OMA,ATL,1715
OMA,BNA,26
OMA,CLT,1061
OMA,DAL,453
OMA,DCA,651
OMA,DEN,2597
OMA,DFW,1413
OMA,DTW,951
OMA,EWR,905
OMA,HOU,365
OMA,IAH,1197
OMA,LAS,1180
OMA,LAX,257
OMA,LGA,761
OMA,MCO,123
OMA,MDW,1530
OMA,MIA,93
OMA,MSP,2009
OMA,ORD,3281
OMA,PDX,104
OMA,PGD,45
OMA,PHL,540
OMA,PHX,1298
OMA,PIE,55
OMA,RSW,55
OMA,SAN,475
OMA,SEA,365
OMA,SFB,104
OMA,SFO,544
OMA,SLC,779
OMA,STL,924
OMA,VPS,29
OME,ANC,669
OME,OTZ,53
ONT,ATL,378
ONT,AUS,93
ONT,DAL,369
ONT,DEN,1769
ONT,DFW,2042
ONT,IAH,209
ONT,JFK,350
ONT,LAS,1401
ONT,MCO,324
ONT,MDW,365
ONT,OAK,2392
ONT,ORD,24
ONT,PDX,551
ONT,PHX,3842
ONT,SAT,78
ONT,SEA,934
ONT,SFO,2540
ONT,SJC,1570
ONT,SLC,1014
ONT,SMF,2363
ORD,ABE,858
ORD,ABQ,1087
ORD,AGS,8
ORD,ALB,2083
ORD,ALO,700
ORD,ANC,577
ORD,ASE,854
ORD,ATL,7663
ORD,ATW,1001
ORD,ATY,122
ORD,AUS,2989
ORD,AVL,1146
ORD,AVP,944
ORD,AZO,962
ORD,BDL,2606
ORD,BFM,57
ORD,BGR,259
ORD,BHM,1593
ORD,BIL,73
ORD,BIS,312
ORD,BMI,933
ORD,BNA,5346
ORD,BOI,988
ORD,BOS,7689
ORD,BRO,31
ORD,BTV,1278
ORD,BUF,2309
ORD,BWI,3073
ORD,BZN,720
ORD,CAK,1015
ORD,CGI,337
ORD,CHA,414
ORD,CHO,960
ORD,CHS,1307
ORD,CID,2499
ORD,CKB,365
ORD,CLE,5107
ORD,CLT,5003
ORD,CMH,5072
ORD,CMI,1707
ORD,CMX,728
ORD,COD,8
ORD,COS,1137
ORD,COU,1183
ORD,CRW,312
ORD,CVG,5576
ORD,CWA,1017
ORD,DAY,1892
ORD,DBQ,1049
ORD,DCA,8027
ORD,DEN,6319
ORD,DFW,7616
ORD,DLH,1572
ORD,DRO,32
ORD,DSM,3330
ORD,DTW,6806
ORD,EAR,28
ORD,EAU,728
ORD,EGE,226
ORD,ELP,965
ORD,ERI,208
ORD,EUG,191
ORD,EVV,845
ORD,EWR,5508
ORD,EYW,313
ORD,FAI,159
ORD,FAR,1333
ORD,FAT,261
ORD,FCA,262
ORD,FLL,2610
ORD,FNT,1556
ORD,FSD,1303
ORD,FWA,2218
ORD,GEG,365
ORD,GJT,17
ORD,GRB,2067
ORD,GRR,3645
ORD,GSO,1008
ORD,GSP,1244
ORD,GTF,75
ORD,HDN,117
ORD,HHH,40
ORD,HNL,472
ORD,HPN,952
ORD,HRL,90
ORD,HSV,772
ORD,IAD,1781
ORD,IAH,5198
ORD,ICT,2024
ORD,ILM,105
ORD,IND,5014
ORD,JAC,745
ORD,JAN,166
ORD,JAX,2092
ORD,JFK,3011
ORD,JLN,402
ORD,LAN,1029
ORD,LAS,4869
ORD,LAX,7991
ORD,LEX,1485
ORD,LGA,14702
ORD,LIT,1872
ORD,LNK,362
ORD,LSE,1163
ORD,LWB,377
ORD,MBS,1013
ORD,MCI,3891
ORD,MCO,4799
ORD,MDT,2103
ORD,MEI,365
ORD,MEM,2212
ORD,MHK,946
ORD,MHT,399
ORD,MIA,4127
ORD,MKE,1808
ORD,MKG,727
ORD,MLI,1417
ORD,MQT,427
ORD,MSN,3081
ORD,MSO,104
ORD,MSP,7482
ORD,MSY,2166
ORD,MTJ,87
ORD,MYR,374
ORD,OAK,166
ORD,OGG,193
ORD,OGS,200
ORD,OKC,2004
ORD,OMA,3201
ORD,ONT,25
ORD,ORF,1618
ORD,PAH,682
ORD,PBI,867
ORD,PDX,2216
ORD,PHL,5092
ORD,PHX,5371
ORD,PIA,1180
ORD,PIT,3907
ORD,PNS,403
ORD,PSP,725
ORD,PVD,1342
ORD,PWM,849
ORD,RAP,514
ORD,RDM,143
ORD,RDU,3226
ORD,RIC,2566
ORD,RNO,534
ORD,ROA,395
ORD,ROC,2608
ORD,RST,1623
ORD,RSW,2633
ORD,SAN,3189
ORD,SAT,1927
ORD,SAV,1059
ORD,SBN,1087
ORD,SCE,751
ORD,SDF,1700
ORD,SEA,5670
ORD,SFO,6352
ORD,SGF,1661
ORD,SHD,318
ORD,SJC,1109
ORD,SJU,739
ORD,SLC,3347
ORD,SLN,313
ORD,SMF,1149
ORD,SNA,2415
ORD,SPI,997
ORD,SRQ,615
ORD,STL,2878
ORD,STT,28
ORD,SUN,21
ORD,SUX,974
ORD,SYR,2787
ORD,TOL,1009
ORD,TPA,2988
ORD,TTN,198
ORD,TUL,1847
ORD,TUS,1005
ORD,TVC,1887
ORD,TYS,1974
ORD,UIN,627
ORD,VPS,26
ORD,XNA,2444
ORF,ATL,2936
ORF,BNA,50
ORF,BOS,251
ORF,BWI,1543
ORF,CLE,20
ORF,CLT,2938
ORF,CVG,20
ORF,DCA,1031
ORF,DEN,522
ORF,DFW,793
ORF,DTW,736
ORF,EWR,802
ORF,FLL,100
ORF,IAD,1195
ORF,IAH,612
ORF,JAX,75
ORF,JFK,1924
ORF,LAS,113
ORF,LGA,2778
ORF,MCO,578
ORF,MDW,490
ORF,MIA,1221
ORF,MSP,238
ORF,ORD,1622
ORF,PGD,15
ORF,PHL,1865
ORF,PHX,17
ORF,PIE,109
ORF,SAN,9
ORF,SFB,111
ORF,TPA,34
ORH,DTW,145
ORH,FLL,365
ORH,JFK,365
ORH,MCO,364
ORH,PBI,1
OTH,DEN,34
OTH,SFO,349
OTZ,ANC,413
OTZ,OME,307
OWB,SFB,102
PAE,DEN,547
PAE,SFO,1077
PAH,CGI,614
PAH,ORD,681
PBI,ACY,168
PBI,ATL,4135
PBI,AVL,11
PBI,BDL,431
PBI,BOS,2086
PBI,BWI,1122
PBI,CLE,78
PBI,CLT,1909
PBI,CMH,35
PBI,CVG,12
PBI,DAL,5
PBI,DCA,1111
PBI,DEN,4
PBI,DFW,917
PBI,DTW,439
PBI,EWR,3213
PBI,HPN,1551
PBI,IAH,271
PBI,IND,12
PBI,ISP,975
PBI,JFK,1831
PBI,LGA,2689
PBI,MDW,5
PBI,MSP,9
PBI,ORD,866
PBI,PHL,1346
PBI,PIT,48
PBI,PVD,317
PBI,RDU,118
PBI,STL,49
PBI,TTN,273
PBI,TYS,14
PDX,ABQ,246
PDX,ANC,1104
PDX,ATL,1286
PDX,AUS,356
PDX,BOI,893
PDX,BOS,793
PDX,BUR,1187
PDX,BWI,99
PDX,BZN,70
PDX,CLT,347
PDX,DAL,865
PDX,DCA,364
PDX,DEN,3831
PDX,DFW,1782
PDX,DTW,488
PDX,EWR,1016
PDX,FAT,708
PDX,GEG,191
PDX,HNL,776
PDX,HOU,58
PDX,IAD,290
PDX,IAH,859
PDX,JFK,1278
PDX,KOA,213
PDX,LAS,3537
PDX,LAX,4962
PDX,LGB,365
PDX,LIH,213
PDX,MCI,485
PDX,MCO,365
PDX,MDW,413
PDX,MSP,1690
PDX,OAK,2531
PDX,OGG,1056
PDX,OMA,104
PDX,ONT,556
PDX,ORD,2215
PDX,PHL,157
PDX,PHX,2967
PDX,PSP,507
PDX,RNO,502
PDX,SAN,2157
PDX,SEA,2945
PDX,SFO,5128
PDX,SJC,3579
PDX,SLC,2776
PDX,SMF,1916
PDX,SNA,1452
PDX,STL,361
PDX,STS,82
PDX,TUS,320
PGD,ABE,180
PGD,ALB,180
PGD,ATW,46
PGD,AVL,178
PGD,BLV,151
PGD,BNA,123
PGD,CHS,15
PGD,CID,101
PGD,CLE,100
PGD,CVG,371
PGD,DAY,46
PGD,DSM,117
PGD,ELM,15
PGD,FNT,178
PGD,FSD,14
PGD,FWA,180
PGD,GRR,194
PGD,HTS,26
PGD,IAG,191
PGD,IND,282
PGD,LCK,178
PGD,LEX,188
PGD,MCI,81
PGD,MDT,123
PGD,MEM,14
PGD,MKE,30
PGD,MLI,40
PGD,OMA,45
PGD,ORF,15
PGD,PIA,171
PGD,PIT,178
PGD,PSM,151
PGD,PVD,101
PGD,RDU,94
PGD,RFD,162
PGD,ROC,43
PGD,SBN,166
PGD,SDF,140
PGD,SPI,107
PGD,STC,32
PGD,SWF,97
PGD,SYR,46
PGD,TOL,127
PGD,TVC,22
PGD,TYS,164
PGV,CLT,80
PHF,ATL,1054
PHF,CLT,1305
